features,condition,is_fault
"[-0.05764286 -0.0805571  -0.05013292 ... -0.39676914 -0.14949687
  0.11917295]",Ball_007,1
"[ 0.41753225  0.67435769  0.85229816 ... -0.3396345  -0.41146344
 -0.41939125]",Ball_007,1
"[-0.3395187  -0.19568476 -0.03106175 ...  0.23712312  0.29159287
  0.35228075]",Ball_007,1
"[ 0.37204606  0.3336994   0.2396785  ... -0.18288007 -0.25364851
 -0.26384038]",Ball_007,1
"[-0.25424629 -0.26079026 -0.26644514 ... -0.07730803 -0.17032587
 -0.25067994]",Ball_007,1
"[-0.30352489 -0.33628604 -0.28923386 ...  0.49854481  0.57902326
  0.54919171]",Ball_007,1
"[ 0.3990471   0.16620643 -0.08502285 ... -0.36158577 -0.04350372
  0.27708469]",Ball_007,1
"[ 0.54306777  0.73191813  0.79554934 ... -0.10747022 -0.03146958
  0.02048319]",Ball_007,1
[0.0731112  0.11855227 0.15361206 ... 0.34817202 0.21846507 0.03035239],Ball_007,1
"[-0.15191713 -0.30089032 -0.39762522 ... -0.22401132 -0.33372078
 -0.34090621]",Ball_007,1
"[-0.24192891 -0.05932646  0.13733218 ... -0.24594945 -0.27445976
 -0.23987135]",Ball_007,1
"[-0.17181478 -0.10981228 -0.05897191 ...  0.03512104  0.31752927
  0.60415828]",Ball_007,1
[0.79793122 0.84328458 0.75088613 ... 0.01729713 0.20690573 0.35320437],Ball_007,1
[0.43410984 0.43468461 0.38479493 ... 0.08813489 0.14348911 0.15113015],Ball_007,1
"[ 0.09964216  0.02937769 -0.04408566 ... -0.11295585 -0.05276073
 -0.00630445]",Ball_007,1
"[ 0.0352121   0.08977205  0.1429134  ... -0.15774345 -0.1818963
 -0.18676554]",Ball_007,1
"[-0.17039319 -0.11735959 -0.04780722 ...  0.02369411  0.19902941
  0.33581331]",Ball_007,1
"[ 0.4279557   0.43468461  0.34619681 ... -0.47629321 -0.43784358
 -0.30330817]",Ball_007,1
"[-0.09743589  0.13129246  0.31083193 ... -0.13626319 -0.11709744
 -0.04155086]",Ball_007,1
"[ 0.02289472  0.05108103  0.03592237 ... -0.07822158 -0.24345588
 -0.3911871 ]",Ball_007,1
"[-0.50438626 -0.57172972 -0.56740341 ... -0.7212624  -0.76186007
 -0.69620648]",Ball_007,1
"[-0.51669456 -0.2518339   0.04755309 ... -0.05262819  0.01574178
  0.07405757]",Ball_007,1
"[ 0.11527505  0.15110954  0.18524423 ... -0.36112571 -0.47256597
 -0.53029306]",Ball_007,1
"[-0.49775522 -0.3452424  -0.11479312 ...  0.49990307  0.52395555
  0.48338952]",Ball_007,1
"[ 0.39005432  0.26340555  0.11081743 ... -0.08736137  0.02453442
  0.19389594]",Ball_007,1
[0.39761643 0.56726587 0.663901   ... 0.3052115  0.41472978 0.5125173 ],Ball_007,1
"[ 0.5662764   0.53234512  0.39783935 ... -0.32546037 -0.07543945
  0.21362534]",Ball_007,1
[0.45636469 0.60594106 0.64902813 ... 0.08996197 0.21569172 0.30997452],Ball_007,1
[0.33178295 0.24829735 0.10430414 ... 0.16262901 0.17449965 0.16287813],Ball_007,1
"[ 1.20486777e-01  4.63631076e-02  1.05059620e-04 ...  3.14646807e-02
 -4.59048996e-04 -4.62505004e-02]",Ball_007,1
"[-0.08985789 -0.10509209 -0.06222744 ...  0.05111567 -0.02869246
 -0.10499376]",Ball_007,1
"[-0.13865278 -0.13670623 -0.11014173 ...  0.54196539  0.53274153
  0.4547123 ]",Ball_007,1
"[ 0.31520536  0.13601038 -0.03152689 ...  0.1671989   0.16940777
  0.19154635]",Ball_007,1
"[ 0.22423298  0.26813252  0.29317179 ... -0.323182   -0.33926749
 -0.29673021]",Ball_007,1
"[-0.21540022 -0.14614208 -0.11014173 ... -0.18836351 -0.04442935
  0.13891136]",Ball_007,1
"[ 0.28581987  0.34833264  0.32666362 ...  0.06482755 -0.0518351
 -0.14870119]",Ball_007,1
"[-0.24003498 -0.29145901 -0.27155142 ...  0.01683926 -0.10691368
 -0.21825417]",Ball_007,1
"[-0.33856492 -0.42168809 -0.44692645 ...  0.27140829  0.28697801
  0.24701077]",Ball_007,1
[0.16928167 0.09968059 0.06615868 ... 0.25861434 0.3675162  0.37670032],Ball_007,1
[0.31661332 0.2251827  0.09500135 ... 0.68591929 0.70169425 0.60652364],Ball_007,1
"[ 0.44357951  0.22800984 -0.0124546  ... -0.03937462  0.09349996
  0.21551763]",Ball_007,1
"[ 0.32419814  0.38703045  0.3596872  ... -0.53936478 -0.6359498
 -0.61114347]",Ball_007,1
"[-0.47738522 -0.31081922 -0.13851614 ... -0.28388002 -0.12172561
  0.07029777]",Ball_007,1
"[ 0.21380954  0.27661392  0.25129584 ... -0.01195371 -0.05692675
 -0.09136701]",Ball_007,1
"[-0.10027906 -0.08291606 -0.02361885 ... -0.51193665 -0.33463044
 -0.14540996]",Ball_007,1
"[ 0.03852762  0.21810356  0.3596872  ... -0.03343331 -0.10413811
 -0.21261334]",Ball_007,1
"[-0.32246422 -0.37591114 -0.37202693 ... -0.08598996  0.03147889
  0.13750115]",Ball_007,1
[0.28061951 0.42192859 0.51644327 ... 0.41720242 0.29068321 0.10977457],Ball_007,1
"[-0.08796168 -0.26456731 -0.41390288 ... -0.16231335 -0.17958221
 -0.13507219]",Ball_007,1
"[-0.02969145  0.08599726  0.16105519 ...  0.28420225  0.17311075
  0.04069016]",Ball_007,1
"[-0.11449264 -0.28580474 -0.43484085 ...  0.38977428  0.4040801
  0.39314524]",Ball_007,1
[0.30382814 0.17422871 0.0410398  ... 0.02323843 0.17218556 0.27332263],Ball_007,1
[0.29149713 0.24264308 0.15826346 ... 0.11327151 0.21475987 0.2643793 ],Ball_007,1
"[ 0.27730399  0.26245563  0.21967705 ... -0.03526138 -0.03470953
 -0.02933206]",Ball_007,1
"[-0.0022142   0.0260756   0.040576   ...  0.37560016  0.13284165
 -0.17830655]",Ball_007,1
"[-0.41675211 -0.56512554 -0.63811088 ... -0.18562288 -0.3485194
 -0.43491255]",Ball_007,1
"[-0.43049108 -0.32732968 -0.16037948 ...  0.03146468 -0.03656102
 -0.08948598]",Ball_007,1
"[-0.14433685 -0.21314062 -0.29806393 ... -0.05765551  0.05693606
  0.16099936]",Ball_007,1
[0.2114478  0.20017953 0.14012167 ... 0.37194161 0.51794292 0.59523747],Ball_007,1
"[ 0.5705457   0.43938896  0.26619101 ... -0.47583316 -0.55680937
 -0.54439513]",Ball_007,1
"[-0.44279937 -0.25323616  0.00661813 ... -0.29119711 -0.21475943
 -0.15057997]",Ball_007,1
"[-0.06522313  0.04494728  0.18338457 ... -0.18059512 -0.36748914
 -0.49364117]",Ball_007,1
"[-0.50059385 -0.36412765 -0.12502575 ...  0.51865585  0.57857953
  0.57408436]",Ball_007,1
[0.52033603 0.42335346 0.27734009 ... 0.50036313 0.47581013 0.40114242],Ball_007,1
"[ 0.27208091  0.09684893 -0.13153904 ...  0.19462266  0.27726017
  0.3527313 ]",Ball_007,1
"[ 0.36920743  0.30020352  0.1824525  ... -0.39858746 -0.38091217
 -0.28639019]",Ball_007,1
"[-0.17134016 -0.03054443  0.09872291 ... -0.22903908 -0.1818963
 -0.12097236]",Ball_007,1
"[-0.07469734 -0.05413584 -0.03385259 ... -0.43195252 -0.46792893
 -0.47766933]",Ball_007,1
"[-0.43285281 -0.32402758 -0.15758998 ... -0.14448944  0.01759216
  0.15300893]",Ball_007,1
"[ 0.25454954  0.34077854  0.39224251 ... -0.10335819 -0.19439414
 -0.25726241]",Ball_007,1
"[-0.25472318 -0.16784541 -0.05199482 ... -0.12986621 -0.33833565
 -0.50303505]",Ball_007,1
"[-0.57024245 -0.53255696 -0.42924401 ...  0.23072615  0.03749596
 -0.14399975]",Ball_007,1
"[-0.26846214 -0.36270277 -0.41669015 ... -0.07730803  0.08239102
  0.25735079]",Ball_007,1
"[ 0.37915399  0.4143971   0.35781415 ... -0.01104017  0.04490193
  0.07123715]",Ball_007,1
"[ 0.06458396  0.01475123 -0.02361885 ...  0.24809876  0.33973829
  0.38235467]",Ball_007,1
[0.35119917 0.25537649 0.14198357 ... 0.07990864 0.20180276 0.29305653],Ball_007,1
"[ 0.33698332  0.32757017  0.29223527 ...  0.17542734 -0.17217625
 -0.52326454]",Ball_007,1
"[-0.81420556 -0.93692754 -0.88466164 ... -0.04805807 -0.34714382
 -0.56602132]",Ball_007,1
"[-0.64888382 -0.58493809 -0.40366802 ... -0.03206213 -0.06016603
 -0.04766026]",Ball_007,1
"[ 0.01389286  0.08174977  0.12709732 ... -0.00875303 -0.09719363
 -0.16608775]",Ball_007,1
"[-0.19976505 -0.24333893 -0.29342592 ... -0.22355564 -0.0661831
  0.10883518]",Ball_007,1
"[ 0.23134091  0.27849113  0.26991481 ... -0.15774345 -0.12866787
 -0.06504839]",Ball_007,1
"[-0.02021645  0.0378704   0.14151754 ... -0.23589392 -0.33880157
 -0.41657534]",Ball_007,1
"[-0.46505422 -0.46791738 -0.41528536 ...  0.23210632  0.37860962
  0.44297558]",Ball_007,1
"[ 0.43599469  0.37522434  0.26340374 ...  0.08813489  0.04536341
 -0.01288377]",Ball_007,1
"[-0.07280114 -0.11075541 -0.13153904 ...  0.39936975  0.48368645
  0.52474961]",Ball_007,1
"[ 0.53879847  0.47618693  0.34804756 ... -0.25601373 -0.15875321
 -0.00207563]",Ball_007,1
"[ 0.16596615  0.29172212  0.34294128 ...  0.16262901  0.01342769
 -0.130373  ]",Ball_007,1
"[-0.2537694  -0.35987564 -0.42739326 ...  0.3865758   0.37490442
  0.29729166]",Ball_007,1
"[ 0.14275298 -0.06781917 -0.25714681 ... -0.14494731 -0.238364
 -0.28170451]",Ball_007,1
"[-0.30872525 -0.30561729 -0.2669134  ... -0.39357066 -0.42765983
 -0.42973127]",Ball_007,1
"[-0.37885074 -0.25986296 -0.09060408 ...  0.21199527  0.30454998
  0.32313045]",Ball_007,1
[0.27918884 0.20772232 0.14337944 ... 0.11921281 0.08516881 0.03834057],Ball_007,1
"[-0.00979402 -0.02960062 -0.03385259 ... -0.37437972 -0.45774517
 -0.4447795 ]",Ball_007,1
"[-0.32010248 -0.14802834  0.03731824 ... -0.07273814 -0.07497796
 -0.05517919]",Ball_007,1
"[-0.03442878 -0.02676964 -0.05525035 ...  0.21655202  0.30364032
  0.35180768]",Ball_007,1
"[ 0.31709021  0.17422871 -0.03385259 ...  1.06204842  0.99236393
  0.78509739]",Ball_007,1
"[ 0.47532673  0.09354684 -0.25016749 ...  0.25677411  0.26754234
  0.24324871]",Ball_007,1
"[ 0.15507036  0.0260756  -0.08641649 ...  0.14389156  0.2758624
  0.32173376]",Ball_007,1
[0.29197402 0.22283053 0.11872436 ... 0.68318086 0.5558824  0.32126068],Ball_007,1
"[ 0.03189658 -0.22352185 -0.39809348 ... -0.53752456 -0.43693392
 -0.28546657]",Ball_007,1
"[-0.08038141  0.13695352  0.29083048 ... -0.1929334  -0.19624452
 -0.20274414]",Ball_007,1
"[-0.1879223  -0.17869708 -0.18782629 ... -0.27290438 -0.24993443
 -0.20039455]",Ball_007,1
"[-0.13296871 -0.07159395 -0.06874073 ... -0.4753731  -0.48228381
 -0.39402553]",Ball_007,1
"[-0.25520007 -0.10839645  0.03499254 ... -0.08736137 -0.04350372
 -0.00160481]",Ball_007,1
"[ 0.04279237  0.06853914  0.0712761  ... -0.07639449 -0.24993443
 -0.43536309]",Ball_007,1
"[-0.59202041 -0.67223998 -0.63159982 ... -0.03800354  0.19023677
  0.37622725]",Ball_007,1
"[ 0.48715814  0.53659712  0.53831776 ... -0.04988603 -0.11755893
 -0.19804495]",Ball_007,1
"[-0.24192891 -0.24522519 -0.21294517 ...  0.05202921  0.18329451
  0.2601667 ]",Ball_007,1
[0.33035228 0.33982862 0.25642442 ... 0.25219545 0.38047331 0.46223641],Ball_007,1
[0.46962677 0.3908075  0.22246432 ... 0.09955963 0.16662998 0.25687772],Ball_007,1
[0.32372125 0.34315333 0.30525739 ... 0.10321598 0.35686652 0.53601325],Ball_007,1
"[ 0.58096914  0.48281373  0.28851147 ... -0.22446919 -0.1050633
  0.02753198]",Ball_007,1
"[ 0.15269954  0.26953477  0.37270933 ... -1.27790897 -1.16128959
 -0.90343493]",Ball_007,1
"[-0.519079   -0.05555167  0.41132974 ...  0.0744252  -0.12033672
 -0.31554049]",Ball_007,1
"[-0.46080763 -0.49057968 -0.41111561 ...  0.22478923  0.268452
  0.26814136]",Ball_007,1
"[ 0.23701817  0.1780035   0.10104861 ... -0.60883333 -0.63457422
 -0.56978338]",Ball_007,1
"[-0.40537489 -0.16124123  0.08476649 ...  0.5058619   0.42304984
  0.29539937]",Ball_007,1
"[ 0.12522388 -0.08008666 -0.2887656  ... -0.28480013 -0.3670454
 -0.37521525]",Ball_007,1
"[-0.34662663 -0.29240892 -0.22317779 ... -0.01012444  0.08933549
  0.16804814]",Ball_007,1
"[ 0.22518676  0.23416168  0.20618666 ... -0.22355564  0.03009
  0.2643793 ]",Ball_007,1
[0.43031744 0.53329503 0.5476161  ... 0.30111481 0.24531114 0.16663793],Ball_007,1
"[ 0.06932106  0.00720165 -0.00780298 ... -0.13809246 -0.26196857
 -0.37663447]",Ball_007,1
"[-0.43237592 -0.37921323 -0.22410986 ...  0.05202921  0.05276938
  0.06747735]",Ball_007,1
[0.10485161 0.15630016 0.17175385 ... 0.04151801 0.13654463 0.28177036],Ball_007,1
[0.44214884 0.59793462 0.67275337 ... 0.18822568 0.21245244 0.21927968],Ball_007,1
"[ 0.18112443  0.10015102 -0.00222086 ... -0.0599398  -0.06710829
 -0.06316961]",Ball_007,1
"[-0.06332693 -0.08810668 -0.11525916 ... -0.24869226 -0.24160328
 -0.21919356]",Ball_007,1
"[-0.20402981 -0.19096458 -0.13479457 ... -0.11432726  0.0111136
  0.09755578]",Ball_007,1
"[ 0.11811823  0.0954331   0.040576   ... -0.38809379 -0.24253069
 -0.09371661]",Ball_007,1
[0.05179196 0.19074143 0.29408601 ... 0.54606208 0.59153664 0.56469048],Ball_007,1
[0.49758158 0.40211603 0.28246867 ... 0.09133338 0.06063683 0.05290896],Ball_007,1
"[ 0.06458396  0.10392581  0.12151609 ...  0.17588302  0.01574178
 -0.13742178]",Ball_007,1
"[-0.24145656 -0.30184024 -0.32598123 ...  0.56161638  0.44341735
  0.28366265]",Ball_007,1
"[ 0.11006333 -0.08669085 -0.24969922 ... -0.1166122  -0.02360102
  0.08768657]",Ball_007,1
"[ 0.14701547  0.15016641  0.13547028 ... -0.11341152 -0.06757199
  0.00450459]",Ball_007,1
"[ 0.03473748  0.03692727  0.05034482 ...  0.1329225   0.05693606
 -0.07867739]",Ball_007,1
"[-0.23529787 -0.35609859 -0.41994568 ... -0.04028859  0.06758131
  0.14737035]",Ball_007,1
"[ 0.20622472  0.25019718  0.25642442 ... -0.23726533 -0.40037003
 -0.51197838]",Ball_007,1
"[-0.53091041 -0.43867351 -0.2706372  ... -0.41184148 -0.42998944
 -0.33480131]",Ball_007,1
"[-0.17465795  0.0251302   0.20245618 ... -0.454802   -0.38184402
 -0.21543376]",Ball_007,1
"[-0.01405787  0.15016641  0.24431652 ... -0.25508924 -0.1994838
 -0.1021756 ]",Ball_007,1
"[-0.02732267  0.01758289  0.04010997 ... -0.15226002 -0.15875321
 -0.15057997]",Ball_007,1
"[-0.15049554 -0.15652105 -0.15154272 ...  0.13109541 -0.03841229
 -0.21496294]",Ball_007,1
"[-0.35941181 -0.44622761 -0.44507571 ...  0.31436882  0.26798608
  0.15347975]",Ball_007,1
"[-0.00410904 -0.15746644 -0.26365787 ... -0.35838728 -0.32724223
 -0.2694722 ]",Ball_007,1
"[-0.16423451 -0.02110779  0.13779598 ...  0.11921281  0.17311075
  0.2249115 ]",Ball_007,1
"[ 0.27871195  0.28086593  0.23454992 ... -0.0530854  -0.08006984
 -0.03873112]",Ball_007,1
"[ 0.03000037  0.10203955  0.15547396 ... -0.29073705 -0.40962193
 -0.42644229]",Ball_007,1
"[-0.35325766 -0.23531665 -0.09758117 ...  0.48345057  0.24808449
  0.03223117]",Ball_007,1
"[-0.16328754 -0.34148796 -0.43343607 ... -0.2377232  -0.24762035
 -0.24034217]",Ball_007,1
"[-0.24050733 -0.21078166 -0.11851469 ... -0.12757908 -0.11108037
 -0.10781418]",Ball_007,1
"[-0.12586079 -0.13340188 -0.09478944 ... -0.05582733  0.06202572
  0.14454994]",Ball_007,1
"[ 0.21192469  0.24642013  0.27036077 ...  0.21153521  0.1041452
 -0.02322266]",Ball_007,1
"[-0.12491382 -0.18058561 -0.19852495 ...  0.28100376 -0.07405277
 -0.40670839]",Ball_007,1
"[-0.65551486 -0.77650467 -0.79859074 ... -0.10518527 -0.10922777
 -0.06128859]",Ball_007,1
[0.03000037 0.1199681  0.1773373  ... 0.00358525 0.03194038 0.11635254],Ball_007,1
[0.20433987 0.25820362 0.289448   ... 0.12926614 0.27910168 0.39314524],Ball_007,1
"[ 0.42037088  0.32239086  0.16663642 ...  0.10321598 -0.01110407
 -0.11486297]",Ball_007,1
"[-0.19123781 -0.19568476 -0.11339726 ...  0.2435201   0.1620018
  0.08392677]",Ball_007,1
"[ 0.00868114 -0.03431899 -0.01524566 ...  0.10458739  0.31706335
  0.44766126]",Ball_007,1
"[ 0.49805847  0.46345352  0.38805046 ... -0.17236887 -0.23512473
 -0.2652596 ]",Ball_007,1
"[-0.2258214  -0.11217124  0.04010997 ... -0.4013478  -0.42765983
 -0.3625324 ]",Ball_007,1
"[-0.19029085  0.0373977   0.25967995 ... -0.08873277  0.10645929
  0.30197733]",Ball_007,1
"[ 0.44262573  0.48186382  0.38341244 ... -0.04531592 -0.06896089
 -0.02369258]",Ball_007,1
"[ 0.03379051  0.09732163  0.12895922 ... -0.15226002 -0.13422345
 -0.11627317]",Ball_007,1
"[-0.11259644 -0.12774083 -0.12223625 ... -0.05948413 -0.12866787
 -0.18770718]",Ball_007,1
"[-0.24003498 -0.25796313 -0.23759801 ...  0.15166213  0.00555802
 -0.18676554]",Ball_007,1
"[-0.36036559 -0.44387543 -0.43203128 ...  0.28694068 -0.03470953
 -0.36300547]",Ball_007,1
"[-0.62944489 -0.74678584 -0.73254359 ...  0.10641666 -0.14116571
 -0.38368551]",Ball_007,1
"[-0.56265763 -0.64109627 -0.63066329 ...  0.14709005  0.05369457
 -0.04813018]",Ball_007,1
"[-0.12870396 -0.17350873 -0.22224796 ...  0.03100681  0.14996767
  0.27848138]",Ball_007,1
"[ 0.37963088  0.39503689  0.32851437 ... -0.06816605 -0.04165223
  0.01860216]",Ball_007,1
"[ 0.06884871  0.09071518  0.09593118 ... -0.41457991 -0.45821109
 -0.47390727]",Ball_007,1
"[-0.49539348 -0.48822751 -0.38504906 ... -0.37299955 -0.3887885
 -0.31930254]",Ball_007,1
"[-0.18413216  0.03173665  0.29083048 ... -0.02840599 -0.0518351
 -0.09935519]",Ball_007,1
"[-0.12775699 -0.12019125 -0.08502285 ... -0.04714409  0.02777591
  0.08298738]",Ball_007,1
[0.17401877 0.243593   0.24431652 ... 0.33629818 0.19996125 0.04022159],Ball_007,1
"[-0.10359458 -0.21078166 -0.31621464 ... -0.29119711 -0.19115264
 -0.02416259]",Ball_007,1
"[ 0.19344181  0.38277844  0.50016561 ... -0.106101   -0.1643088
 -0.16655857]",Ball_007,1
"[-0.14149595 -0.14850104 -0.16782261 ... -0.56403258 -0.62206084
 -0.58999035]",Ball_007,1
"[-0.49491659 -0.3518692  -0.16037948 ...  0.18502719  0.21522579
  0.18120633]",Ball_007,1
"[ 0.06269002 -0.0687623  -0.18456853 ...  0.21975051  0.22217027
  0.19060696]",Ball_007,1
[0.1332765  0.0954331  0.08709219 ... 0.73527679 0.54709641 0.28084674],Ball_007,1
"[-0.01168909 -0.26316505 -0.42413773 ...  0.19963947 -0.09858253
 -0.39355246]",Ball_007,1
"[-0.5967666  -0.663261   -0.59578897 ...  0.33036126  0.45266926
  0.51580628]",Ball_007,1
"[ 0.52649018  0.46582832  0.29874633 ...  0.11875494 -0.09812104
 -0.26149754]",Ball_007,1
"[-0.36320422 -0.40140058 -0.37343172 ... -0.16871252 -0.17125106
 -0.10499376]",Ball_007,1
"[-0.01168909  0.05485582  0.1150028  ...  0.1566877  -0.10043513
 -0.33338209]",Ball_007,1
"[-0.49539348 -0.5420109  -0.43994713 ... -0.00509887 -0.02776682
 -0.06786881]",Ball_007,1
"[-0.10785934 -0.16076853 -0.19573322 ...  0.18136865  0.07035688
 -0.0702184 ]",Ball_007,1
"[-0.21871574 -0.31364635 -0.33064155 ...  0.20603644  0.17496113
  0.08298738]",Ball_007,1
"[-0.02969145 -0.11122584 -0.16224138 ... -0.08553428  0.08933549
  0.2357246 ]",Ball_007,1
[0.35973777 0.43090756 0.41596776 ... 0.42221923 0.41426386 0.35180768],Ball_007,1
"[ 0.26308813  0.12610185 -0.02687505 ...  0.11555645  0.16662998
  0.24230257]",Ball_007,1
[0.30478191 0.35398691 0.32106679 ... 0.07807937 0.21475987 0.33488969],Ball_007,1
"[ 0.39053121  0.34550551  0.23269918 ... -0.05674153 -0.14070201
 -0.19193555]",Ball_007,1
"[-0.22676836 -0.22871247 -0.16363724 ...  0.37058335  0.24114001
  0.04492078]",Ball_007,1
"[-0.17465795 -0.3603506  -0.45901206 ... -0.3848734  -0.4438784
 -0.47061829]",Ball_007,1
"[-0.45038419 -0.35609859 -0.18596439 ...  0.11601432  0.18653378
  0.22961971]",Ball_007,1
"[ 0.26592676  0.29785134  0.29408601 ... -0.1705396  -0.1064522
 -0.03121196]",Ball_007,1
"[-1.07429209 -1.09592553 -0.95258183 ...  0.08128005  0.08192953
  0.06418837]",Ball_014,1
[0.04326472 0.02701873 0.01592092 ... 0.44552876 0.60449375 0.77004917],Ball_014,1
"[ 0.85811015  0.79325562  0.59553484 ... -0.20755882 -0.0851595
  0.04116098]",Ball_014,1
"[ 0.14891167  0.18460768  0.16245105 ... -0.24549158 -0.21799871
 -0.18488677]",Ball_014,1
"[-0.15523492 -0.12019125 -0.07199626 ... -0.15363142 -0.24576997
 -0.29249508]",Ball_014,1
"[-0.27697803 -0.19002145 -0.07153246 ... -0.19339127 -0.28002865
 -0.27699631]",Ball_014,1
"[-0.23292705 -0.14897373 -0.06455314 ... -0.257372   -0.21753501
 -0.16467979]",Ball_014,1
"[-0.13391568 -0.1381198  -0.14363356 ... -0.05354239 -0.21799871
 -0.36911036]",Ball_014,1
"[-0.45842318 -0.45991093 -0.38645384 ... -0.24320663 -0.26381008
 -0.27323425]",Ball_014,1
"[-0.2580387  -0.21361332 -0.15107669 ... -0.14129095 -0.19485563
 -0.19851577]",Ball_014,1
"[-0.16139361 -0.15227582 -0.1440996  ... -1.39855334 -0.69658641
  0.0759386 ]",Ball_014,1
"[ 0.80458497  1.3608762   1.65797529 ... -0.50873816 -0.48274973
 -0.40107657]",Ball_014,1
"[-0.26798525 -0.07206439  0.17780111 ... -0.31266642 -0.40684858
 -0.45183054]",Ball_014,1
"[-0.46269248 -0.39574631 -0.29108461 ...  0.04974426  0.0879466
  0.16193874]",Ball_014,1
"[ 0.26924228  0.34550551  0.36479348 ...  0.01044009 -0.01573269
 -0.04860122]",Ball_014,1
"[-0.10454382 -0.16831811 -0.20038461 ... -0.05765551 -0.01202993
  0.00168417]",Ball_014,1
"[-0.00505669  0.00861748  0.02568975 ...  0.1507464   0.009261
 -0.12520299]",Ball_014,1
"[-0.21255705 -0.27117149 -0.29295766 ...  0.16308687  0.26938385
  0.35367744]",Ball_014,1
[0.37772332 0.31483676 0.17035798 ... 1.2206365  1.18490125 1.02289537],Ball_014,1
"[ 0.74772155  0.3488076  -0.06501917 ... -0.49320577 -0.57347168
 -0.5801234 ]",Ball_014,1
"[-0.50343248 -0.32825698 -0.03757415 ...  0.08173572  0.06619241
  0.05807897]",Ball_014,1
"[ 0.05463513  0.04919476  0.03080717 ... -0.52930926 -0.58041616
 -0.57823111]",Ball_014,1
"[-0.52048696 -0.45470901 -0.3869221  ...  0.06711249  0.02129514
 -0.06598778]",Ball_014,1
"[-0.18176361 -0.3098693  -0.40786008 ...  0.39571121  0.31937078
  0.21317479]",Ball_014,1
"[ 0.09348347  0.01852602 -0.02175818 ... -0.23726533 -0.25039814
 -0.24081074]",Ball_014,1
"[-0.20971388 -0.17445186 -0.15200652 ...  0.01226937  0.03286779
  0.07029777]",Ball_014,1
"[ 0.07595437  0.01994185 -0.07432196 ...  0.17222666  0.40592161
  0.61873343]",Ball_014,1
"[ 0.74676778  0.82392437  0.80440171 ... -0.05491336 -0.02776682
 -0.03074204]",Ball_014,1
"[-0.00932031  0.04447684  0.10058258 ... -0.14174882 -0.1994838
 -0.23799258]",Ball_014,1
"[-0.23719181 -0.18766249 -0.14549546 ... -0.14631871  0.02036995
  0.23338176]",Ball_014,1
"[ 0.45636469  0.61114298  0.67879617 ...  0.04471869 -0.0661831
 -0.18582615]",Ball_014,1
"[-0.28978592 -0.35374641 -0.38413483 ... -0.02063673 -0.04350372
 -0.08055617]",Ball_014,1
"[-0.09791051 -0.1022627  -0.07571783 ...  0.47889382  0.45544261
  0.41429835]",Ball_014,1
"[ 0.3497685   0.25585145  0.14012167 ... -0.1001597  -0.08145651
 -0.02322266]",Ball_014,1
"[-0.01690013 -0.03620616 -0.06222744 ... -0.22584059 -0.14764427
 -0.09794498]",Ball_014,1
"[-0.06853865 -0.03054443  0.00987366 ...  0.22570934  0.19625605
  0.15019077]",Ball_014,1
"[ 0.10153609  0.09024248  0.0777894  ... -0.04760108 -0.05970454
 -0.03685144]",Ball_014,1
